Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Number of Characters in Each Answer,Total Experiment Time (Seconds),How Answers Ordered,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID
,,,,,,,,,,51.808,52.505,18.555,19.333,,,,,,,,,,,,,
,,,,,,,,,,57.212,58.763,19.671,20.653,,,,,,,,,,,,,
,,,,,,,,,,58.96,59.143,51.027,51.367,,,,,,,,,,,,,
,,,,,,,,,,,,51.432,51.455,,,,,,,,,,,,,
,,,,,,,,,,,,59.166,59.207,,,,,,,,,,,,,
,2,2,62,1,2,439,,,,106.808,121.249,64.077,64.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,753,,,,121.367,122.685,106.673,106.679,,,,,,,,,,,,,
,,,,,,,,,,122.998,127.226,106.7,106.749,,,,,,,,,,,,,
,,,,,,,,,,127.82,131.819,,,,,,,,,,,,,,,
,,,,,,,,,,131.857,134.444,,,,,,,,,,,,,,,
,,,,,,,,,,135.229,136.375,,,,,,,,,,,,,,,
,,,,,,,,,,136.894,137.26,,,,,,,,,,,,,,,
,,,,,,,,,,137.582,137.689,,,,,,,,,,,,,,,
,3,2,140,2,1,168,,,,142.848,143.12,176.792,176.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,139,,,,150.982,156.293,177.138,179.561,,,,,,,,,,,,,
,,,,,,,,,,157.08,157.843,,,,,,,,,,,,,,,
,,,,,,,,,,159.022,159.276,,,,,,,,,,,,,,,
,,,,,,,,,,159.491,162.698,,,,,,,,,,,,,,,
,,,,,,,,,,162.857,162.904,,,,,,,,,,,,,,,
,,,,,,,,,,165.507,176.769,,,,,,,,,,,,,,,
,4,2,182,1,1,1490,,,,220.042,220.409,222.015,222.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,149,,,,220.702,221.383,,,,,,,,,,,,,,,
,,,,,,,,,,221.518,221.995,,,,,,,,,,,,,,,
,5,2,225,1,2,211,,,,246.301,246.384,227.893,227.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,177,,,,246.508,255.986,244.004,245.788,,,,,,,,,,,,,
,,,,,,,,,,256.388,256.895,245.79,245.844,,,,,,,,,,,,,
,,,,,,,,,,257.056,257.209,,,,,,,,,,,,,,,
,6,8,260,3,3,152,,,,262.461,262.787,284.796,286.735,263.424,263.492,301.317,302.833,NA,NA,290.782,291.483,286.796,290.133,290.133,290.782,
,,,,,1,1004,,,,263.101,263.363,303.854,303.875,280.528,280.625,302.837,302.917,,,292.405,293.688,302.934,303.854,298.4,301.316,
,,,,,2,312,,,,282.74,284.796,,,305.083,306.696,,,,,293.908,298.4,307.442,307.777,307.804,307.869,
,,,,,7,1192,,,,303.919,305.035,,,,,,,,,307.906,308.081,,,,,
,,,,,4,510,,,,306.761,307.442,,,,,,,,,,,,,,,
,,,,,8,301,,,,,,,,,,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,,,,,6,985,,,,,,,,,,,,,,,,,,,,
,7,2,312,2,1,739,,,,315.367,315.992,331.432,333.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,302,,,,328.559,331.387,333.88,338.07,,,,,,,,,,,,,
,,,,,,,,,,339.679,340.269,338.073,339.679,,,,,,,,,,,,,
,,,,,,,,,,341.786,342.196,342.232,342.279,,,,,,,,,,,,,
,8,2,345,1,1,835,,,,362.987,363.57,366.682,366.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,4415,,,,373.199,374.292,366.694,372.537,,,,,,,,,,,,,
,,,,,,,,,,376.119,377.119,377.651,378.304,,,,,,,,,,,,,
,,,,,,,,,,377.13,377.541,,,,,,,,,,,,,,,
,9,2,383,2,1,708,,,,NA,NA,404.492,409.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,1394,,,,,,410.439,412.19,,,,,,,,,,,,,
,10,2,416,1,2,421,,,,433.09,433.473,426.411,426.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1713,,,,439.911,439.955,430.511,431.781,,,,,,,,,,,,,
,,,,,,,,,,440.149,441.684,432.081,432.976,,,,,,,,,,,,,
,,,,,,,,,,441.697,442.702,,,,,,,,,,,,,,,
,,,,,,,,,,443.192,443.643,,,,,,,,,,,,,,,
8,1,8,0,3,6,298,970,random,,45.889,46.909,NA,NA,30.567,39.878,41.503,44.216,44.216,44.851,NA,NA,44.852,45.495,46.909,47.846,A1TK0ZMZ571GG0
,,,,,3,205,,,,,,,,40.23,41.502,,,,,,,,,,,
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,
,,,,,5,451,,,,,,,,,,,,,,,,,,,,
,,,,,7,229,,,,,,,,,,,,,,,,,,,,
,,,,,2,203,,,,,,,,,,,,,,,,,,,,
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,,,,,8,403,,,,,,,,,,,,,,,,,,,,
,2,2,55,1,1,753,,,,102.788,112.722,112.723,120.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,439,,,,120.414,122.908,124.382,124.783,,,,,,,,,,,,,
,,,,,,,,,,124.162,124.382,,,,,,,,,,,,,,,
,3,2,132,1,2,139,,,,149.566,150.158,149.07,149.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,168,,,,150.582,150.71,150.286,150.462,,,,,,,,,,,,,
,4,8,158,7,5,1528,,,,184.006,185.679,171.864,172.884,411.673,412.358,417.335,417.383,162.53,163.785,185.679,228.032,164.354,171.863,412.358,412.96,
,,,,,7,2010,,,,229.784,230.566,,,417.383,417.877,,,415.954,416.838,228.094,229.784,177.283,179.49,,,
,,,,,2,149,,,,405.224,406.47,,,,,,,,,406.47,410.3,179.67,180.07,,,
,,,,,8,131,,,,411.137,411.672,,,,,,,,,418.142,419.182,180.398,181.094,,,
,,,,,4,262,,,,417.877,418.048,,,,,,,,,,,181.871,183.153,,,
,,,,,3,466,,,,,,,,,,,,,,,,412.96,415.954,,,
,,,,,1,1490,,,,,,,,,,,,,,,,416.838,417.335,,,
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,
,5,8,427,8,7,426,,,,440.825,441.982,433.566,433.917,432.161,433.566,427.361,427.896,433.917,440.825,428.742,429.118,425.889,427.361,429.182,431.046,
,,,,,4,300,,,,,,,,,,,,,,431.302,432.161,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,2,211,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,6,8,450,6,7,1192,,,,607.794,608.446,NA,NA,473.942,473.966,468.422,469.007,NA,NA,469.542,472.654,465.611,468.422,469.007,469.542,
,,,,,2,312,,,,,,,,607.118,607.142,,,,,472.838,473.518,,,473.606,473.918,
,,,,,4,510,,,,,,,,,,,,,,607.512,607.794,,,607.198,607.301,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,,,,,3,152,,,,,,,,,,,,,,,,,,,,
,,,,,8,301,,,,,,,,,,,,,,,,,,,,
,,,,,6,985,,,,,,,,,,,,,,,,,,,,
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,
,7,2,616,2,2,302,,,,616.842,617.243,619.805,619.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,739,,,,618.013,619.709,620.022,620.462,,,,,,,,,,,,,
,,,,,,,,,,795.845,796.453,620.485,620.773,,,,,,,,,,,,,
,,,,,,,,,,,,795.493,795.823,,,,,,,,,,,,,
,8,2,804,1,1,835,,,,824.245,825.534,825.534,829.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,4415,,,,829.79,833.182,834.439,846.651,,,,,,,,,,,,,
,,,,,,,,,,833.517,834.439,846.858,851.165,,,,,,,,,,,,,
,9,2,859,2,1,708,,,,861.309,866.093,866.094,869.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,1394,,,,870.27,870.453,869.533,870.27,,,,,,,,,,,,,
,,,,,,,,,,,,870.773,871.062,,,,,,,,,,,,,
,,,,,,,,,,,,871.229,871.437,,,,,,,,,,,,,
,,,,,,,,,,,,871.886,873.318,,,,,,,,,,,,,
,10,8,881,7,1,1713,,,,892.827,893.07,948.054,948.874,936.613,937.066,953.825,955.518,947.085,948.054,NA,NA,951.677,953.825,961.15,961.422,
,,,,,3,469,,,,893.901,894.65,956.149,957.32,944.392,947.084,,,,,,,959.077,961.038,,,
,,,,,5,179,,,,931.573,932.617,958.173,958.759,957.32,958.173,,,,,,,,,,,
,,,,,2,421,,,,934.457,935.797,,,,,,,,,,,,,,,
,,,,,7,238,,,,937.067,937.885,,,,,,,,,,,,,,,
,,,,,6,184,,,,939.791,942.802,,,,,,,,,,,,,,,
,,,,,4,516,,,,,,,,,,,,,,,,,,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
9,1,2,0,2,1,219,1925,random,,27.912,28.744,36.424,41.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2AVFNOKFHQ2ME
,,,,,2,203,,,,32.192,32.348,,,,,,,,,,,,,,,
,,,,,,,,,,32.608,35.068,,,,,,,,,,,,,,,
,2,2,31,2,2,439,,,,490.344,490.36,501.07,503.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,753,,,,495.926,496.903,507.042,507.536,,,,,,,,,,,,,
,,,,,,,,,,497.391,497.91,507.835,507.858,,,,,,,,,,,,,
,,,,,,,,,,498.517,500.956,507.89,508.007,,,,,,,,,,,,,
,,,,,,,,,,503.997,506.74,,,,,,,,,,,,,,,
,,,,,,,,,,508.579,509.139,,,,,,,,,,,,,,,
,,,,,,,,,,515.988,516.184,,,,,,,,,,,,,,,
,3,8,506,6,1,168,,,,NA,NA,783.622,785.042,771.264,772.383,775.628,782.932,NA,NA,765.014,765.27,766.132,770.592,772.383,773.31,
,,,,,6,482,,,,,,803.446,803.564,773.311,774.253,,,,,765.406,766.132,,,,,
,,,,,5,260,,,,,,,,,,,,,,798.834,800.171,,,,,
,,,,,7,492,,,,,,,,,,,,,,801.046,802.356,,,,,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,4,8,793,5,6,3146,,,,854.638,856.78,834.108,834.696,824.182,825.382,NA,NA,828.818,832.784,818.666,824.182,825.94,828.818,NA,NA,
,,,,,3,466,,,,,,835.496,835.552,,,,,832.806,833.45,838.366,839.162,849.969,851.584,,,
,,,,,7,2010,,,,,,,,,,,,837.394,837.7,849.379,849.969,,,,,
,,,,,5,1528,,,,,,,,,,,,837.74,838.366,,,,,,,
,,,,,2,149,,,,,,,,,,,,851.584,854.637,,,,,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,5,2,846,2,1,177,,,,863.207,863.878,863.878,865.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,211,,,,866.29,867.257,867.276,868.282,,,,,,,,,,,,,
,,,,,,,,,,,,869.348,871.624,,,,,,,,,,,,,
,,,,,,,,,,,,871.63,871.655,,,,,,,,,,,,,
,,,,,,,,,,,,871.662,872.449,,,,,,,,,,,,,
,6,8,862,5,1,1004,,,,878.073,878.5,890.705,892.783,NA,NA,NA,NA,905.294,905.436,NA,NA,884.742,888.036,NA,NA,
,,,,,7,1192,,,,881.08,884.741,,,,,,,909.09,909.152,,,888.09,888.114,,,
,,,,,3,152,,,,,,,,,,,,909.74,910.078,,,888.412,888.718,,,
,,,,,4,510,,,,,,,,,,,,,,,,,,,,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,,,,,6,985,,,,,,,,,,,,,,,,,,,,
,,,,,8,301,,,,,,,,,,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,7,8,899,6,8,2848,,,,928.995,931.274,NA,NA,1012.25,1012.28,1015.81,1016.83,976.42,976.482,1014,1015.05,928.483,928.994,924.646,928.483,
,,,,,7,195,,,,933.386,939.02,,,1012.88,1013.74,,,978.192,978.874,1016.83,1022.41,931.894,932.324,,,
,,,,,1,739,,,,939.398,939.492,,,,,,,1001.61,1001.62,1023.37,1027.77,932.614,933.386,,,
,,,,,5,532,,,,946.288,946.84,,,,,,,1007.81,1007.83,,,,,,,
,,,,,3,734,,,,947.656,947.678,,,,,,,1007.88,1007.98,,,,,,,
,,,,,2,302,,,,951.332,951.356,,,,,,,,,,,,,,,
,,,,,4,1012,,,,951.444,951.458,,,,,,,,,,,,,,,
,,,,,6,860,,,,952.948,953.388,,,,,,,,,,,,,,,
,,,,,,,,,,976.098,976.404,,,,,,,,,,,,,,,
,,,,,,,,,,1005.97,1006.33,,,,,,,,,,,,,,,
,,,,,,,,,,1006.6,1007.14,,,,,,,,,,,,,,,
,,,,,,,,,,1007.27,1007.41,,,,,,,,,,,,,,,
,8,2,1017,2,2,4415,,,,1063.65,1089.15,1045.97,1046.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,835,,,,1092.15,1092.77,1050.05,1051.53,,,,,,,,,,,,,
,,,,,,,,,,1098.95,1099.19,1055.68,1061.96,,,,,,,,,,,,,
,,,,,,,,,,,,1090.15,1092.11,,,,,,,,,,,,,
,,,,,,,,,,,,1092.77,1096.85,,,,,,,,,,,,,
,,,,,,,,,,,,1097.44,1097.75,,,,,,,,,,,,,
,,,,,,,,,,,,1098.21,1098.9,,,,,,,,,,,,,
,9,2,1088,2,2,1394,,,,1114.53,1115.11,1172.04,1172.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,708,,,,1202.78,1211.41,1196.19,1196.2,,,,,,,,,,,,,
,,,,,,,,,,1213.22,1214.24,1211.41,1213.22,,,,,,,,,,,,,
,,,,,,,,,,,,1214.24,1214.27,,,,,,,,,,,,,
,,,,,,,,,,,,1214.77,1215.07,,,,,,,,,,,,,
,,,,,,,,,,,,1215.13,1215.13,,,,,,,,,,,,,
,10,2,1211,2,2,421,,,,1924.51,1927.91,1921.1,1923.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1713,,,,1932.64,1933.15,1933.44,1934.31,,,,,,,,,,,,,
,,,,,,,,,,1934.41,1934.75,,,,,,,,,,,,,,,
10,1,8,0,4,4,1225,937,random,,23.717,23.734,24.905,24.972,8.09,9.939,6.341,6.89,25.017,32.013,7.499,7.571,9.939,10.81,10.877,12.356,AWSXWPJJPYFMN
,,,,,6,298,,,,,,32.051,32.105,,,7.305,7.499,32.506,32.621,12.356,12.673,,,23.922,24.107,
,,,,,3,205,,,,,,32.243,32.479,,,12.673,13.289,32.72,33.109,23.376,23.717,,,35.358,35.657,
,,,,,1,219,,,,,,348.291,348.585,,,17.925,23.376,33.165,35.358,,,,,331.456,343.291,
,,,,,8,403,,,,,,,,,,35.657,39.189,348.618,348.797,,,,,,,
,,,,,7,229,,,,,,,,,,316.706,320.122,,,,,,,,,
,,,,,2,203,,,,,,,,,,320.378,330.126,,,,,,,,,
,,,,,5,451,,,,,,,,,,330.378,331.456,,,,,,,,,
,2,8,347,4,5,919,,,,383.51,384.46,382.51,383.51,372.193,379.876,393.92,398.22,356.526,372.193,384.461,384.993,379.876,382.51,384.993,393.775,
,,,,,3,1347,,,,,,,,,,398.393,398.464,,,,,,,398.518,398.581,
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,
,,,,,4,204,,,,,,,,,,,,,,,,,,,,
,,,,,8,330,,,,,,,,,,,,,,,,,,,,
,3,8,397,7,1,168,,,,411.027,411.685,NA,NA,NA,NA,433.585,433.627,405.995,410.938,433.504,433.563,419.545,421.328,NA,NA,
,,,,,5,260,,,,,,,,,,,,411.759,419.544,,,,,,,
,,,,,7,492,,,,,,,,,,,,,,,,,,,,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,6,482,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,4,2,433,1,2,149,,,,473.81,483.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,5,2,482,2,2,211,,,,523.99,524.042,489.349,490.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,177,,,,524.211,524.242,491.481,499.393,,,,,,,,,,,,,
,,,,,,,,,,524.755,524.815,499.888,523.989,,,,,,,,,,,,,
,,,,,,,,,,,,524.266,524.729,,,,,,,,,,,,,
,6,2,523,1,1,1004,,,,529.17,529.677,529.677,530.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,312,,,,530.072,550.768,559.188,559.591,,,,,,,,,,,,,
,,,,,,,,,,555.869,558.919,,,,,,,,,,,,,,,
,,,,,,,,,,558.929,559.088,,,,,,,,,,,,,,,
,7,8,558,8,5,532,,,,617.339,657.298,NA,NA,669.902,671.709,657.299,669.901,596.651,611.354,611.354,617.307,NA,NA,671.709,692.639,
,,,,,6,860,,,,,,,,,,,,,,,,,,693.005,694.842,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,,,,,3,734,,,,,,,,,,,,,,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,
,8,8,695,2,8,1027,,,,758.012,764.007,764.037,778.613,798.785,798.854,729.311,741.778,778.613,785.705,745.061,757.797,NA,NA,718.486,728.411,
,,,,,4,1531,,,,796.282,796.583,794.563,796.268,,,,,798.417,798.687,,,,,,,
,,,,,7,108,,,,797.197,797.425,796.8,797.152,,,,,,,,,,,,,
,,,,,6,333,,,,,,797.425,798.417,,,,,,,,,,,,,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,,,,,5,542,,,,,,,,,,,,,,,,,,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,9,8,797,2,8,1578,,,,867.734,867.803,839.55,844.245,868.149,868.49,823.666,824.283,867.82,868.149,868.49,869.069,824.283,839.55,814.715,823.665,
,,,,,4,826,,,,,,856.15,862.116,869.07,870.967,,,870.968,873.412,873.412,873.934,844.285,844.4,,,
,,,,,7,381,,,,,,865.934,867.734,,,,,,,,,855.677,856.15,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,3,435,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,10,8,872,2,5,179,,,,917.436,920.437,907.686,914.953,907.37,907.686,914.954,917.436,891.969,893.661,906.973,907.37,921.018,921.209,NA,NA,
,,,,,6,184,,,,923.112,924.07,925.14,933.189,933.404,934.433,924.07,925.12,894.356,906.453,935.766,935.915,937.028,937.387,,,
,,,,,3,469,,,,936.516,937.014,,,935.916,936.215,936.216,936.516,,,,,,,,,
,,,,,2,421,,,,,,,,,,,,,,,,,,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
,,,,,4,516,,,,,,,,,,,,,,,,,,,,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
,,,,,7,238,,,,,,,,,,,,,,,,,,,,
11,1,2,0,1,2,203,193,random,,4.994,5.044,5.062,5.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A3261VC754F1V9
,,,,,1,219,,,,13.564,14.648,5.431,6.708,,,,,,,,,,,,,
,,,,,,,,,,14.75,14.767,6.725,9.115,,,,,,,,,,,,,
,,,,,,,,,,,,9.894,10.354,,,,,,,,,,,,,
,,,,,,,,,,,,11.4,12.663,,,,,,,,,,,,,
,2,8,19,3,7,1203,,,,NA,NA,NA,NA,42.098,42.543,NA,NA,49.52,50.519,NA,NA,NA,NA,NA,NA,
,,,,,3,1347,,,,,,,,42.576,42.612,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,5,919,,,,,,,,,,,,,,,,,,,,
,,,,,4,204,,,,,,,,,,,,,,,,,,,,
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,
,,,,,8,330,,,,,,,,,,,,,,,,,,,,
,3,2,53,2,1,168,,,,91.531,91.865,80.467,81.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,139,,,,,,82.144,84.277,,,,,,,,,,,,,
,,,,,,,,,,,,88.188,88.675,,,,,,,,,,,,,
,,,,,,,,,,,,88.69,88.707,,,,,,,,,,,,,
,,,,,,,,,,,,88.724,88.741,,,,,,,,,,,,,
,,,,,,,,,,,,89.941,89.99,,,,,,,,,,,,,
,,,,,,,,,,,,90.145,90.198,,,,,,,,,,,,,
,,,,,,,,,,,,91.445,91.479,,,,,,,,,,,,,
,,,,,,,,,,,,92.212,92.247,,,,,,,,,,,,,
,4,2,94,1,2,149,,,,106.111,106.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,5,8,109,1,2,211,,,,114.99,121.988,NA,NA,128.529,128.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,177,,,,122.004,122.108,,,,,,,,,,,,,,,
,,,,,4,300,,,,122.502,125.529,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,6,8,131,1,5,30,,,,146.242,147.256,147.813,147.934,148.185,148.237,NA,NA,133.004,133.051,135.759,138.939,NA,NA,NA,NA,
,,,,,6,985,,,,,,,,,,,,133.173,135.758,140.649,143.665,,,,,
,,,,,1,1004,,,,,,,,,,,,139.246,140.648,,,,,,,
,,,,,8,301,,,,,,,,,,,,,,,,,,,,
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,
,,,,,4,510,,,,,,,,,,,,,,,,,,,,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,,,,,3,152,,,,,,,,,,,,,,,,,,,,
,7,2,150,1,2,302,,,,154.697,157.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,739,,,,157.932,158.027,,,,,,,,,,,,,,,
,8,2,160,1,2,4415,,,,163.903,166.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,9,8,169,8,8,1578,,,,181.51,181.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.036,174.042,
,,,,,6,1283,,,,,,,,,,,,,,,,,,174.281,176.184,
,,,,,3,435,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,10,2,184,1,2,421,,,,186.666,189.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
12,1,8,0,1,6,298,207,random,,57.821,58.635,21.63,21.654,49.606,50.105,31.266,31.452,48.622,49.606,38.676,39.258,46.318,46.526,27.948,28.229,A2M59R65OZRNNX
,,,,,2,203,,,,,,31.452,31.839,,,42.383,46.318,50.105,57.82,39.354,39.522,46.737,47.948,28.407,30.732,
,,,,,4,1225,,,,,,34.584,34.608,,,,,,,39.795,40.051,,,,,
,,,,,7,229,,,,,,39.258,39.306,,,,,,,,,,,,,
,,,,,3,205,,,,,,40.243,42.264,,,,,,,,,,,,,
,,,,,5,451,,,,,,,,,,,,,,,,,,,,
,,,,,8,403,,,,,,,,,,,,,,,,,,,,
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,2,2,47,2,1,753,,,,NA,NA,79.491,80.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,3,8,68,1,5,260,,,,95.779,96.628,93.073,95.779,NA,NA,NA,NA,89.913,93.073,NA,NA,NA,NA,NA,NA,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,,,,,7,492,,,,,,,,,,,,,,,,,,,,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,6,482,,,,,,,,,,,,,,,,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,4,2,85,2,2,149,,,,135.205,135.671,104.195,104.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1490,,,,,,107.43,110.575,,,,,,,,,,,,,
,,,,,,,,,,,,118.678,119.835,,,,,,,,,,,,,
,5,2,125,2,1,177,,,,NA,NA,147.374,149.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,211,,,,,,149.456,149.985,,,,,,,,,,,,,
,6,8,139,8,3,152,,,,164.658,165.075,154.531,155.275,155.933,156.027,165.075,165.168,157.95,157.959,165.429,165.758,158.046,159.024,165.759,166.087,
,,,,,2,312,,,,,,156.083,156.218,156.571,156.983,,,160.123,160.13,,,162.383,163.233,166.177,168.235,
