Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Total Experiment Time (Seconds),How Answers/Scores Ordered,Number of Characters in Each Answer,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID,Score
,,,,,8,,,330,,,,,,,,,,,,,,,,,,,14
,,,,,2,,,439,,,,,,,,,,,,,,,,,,,1
,,,,,5,,,919,,,,,,,,,,,,,,,,,,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,8,125,6,2,,Random Score,139,,,,,,158.974,159.091,158.324,158.39,,,164.419,164.519,128.384,128.465,156.071,158.306,,9
,,,,,7,,,492,,,,,,159.714,162.651,162.668,162.701,,,167.179,171.216,,,,,,15
,,,,,3,,,280,,,,,,,,,,,,,,,,,,,24
,,,,,4,,,171,,,,,,,,,,,,,,,,,,,6
,,,,,8,,,176,,,,,,,,,,,,,,,,,,,21
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,7
,,,,,5,,,260,,,,,,,,,,,,,,,,,,,12
,,,,,6,,,482,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,172,7,1,,Random Score,1490,,178.246,178.346,,,236.376,236.526,234.818,235.793,,,235.793,236.343,232.932,233.133,,,,1
,,,,,4,,,262,,,,,,,,,,,,,,233.566,234.818,,,,5
,,,,,7,,,2010,,,,,,,,,,,,,,,,,,,18
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,21
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,18
,,,,,8,,,131,,,,,,,,,,,,,,,,,,,24
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,24
,,,,,3,,,466,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,237,5,6,,Random Score,325,,277.825,278.043,277.643,277.676,,,,,275.29,276.17,240.412,243.52,,,277.542,277.608,,2
,,,,,5,,,4414,,,,,,,,,,,,,,,,,,,7
,,,,,3,,,588,,,,,,,,,,,,,,,,,,,7
,,,,,7,,,426,,,,,,,,,,,,,,,,,,,20
,,,,,4,,,300,,,,,,,,,,,,,,,,,,,16
,,,,,8,,,199,,,,,,,,,,,,,,,,,,,13
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,10
,,,,,1,,,177,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,2,279,1,2,,Random Score,312,,281.777,281.863,,,,,,,,,,,,,,,,13
,,,,,1,,,1004,,298.425,299.093,,,,,,,,,,,,,,,,95
,,,,,,,,,,299.343,300.377,,,,,,,,,,,,,,,,
,7,2,302,1,2,,Random Score,302,,327.868,329.725,,,,,,,,,,,,,,,,96
,,,,,1,,,739,,,,,,,,,,,,,,,,,,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,8,331,4,5,,Random Score,542,,,,,,,,374.212,374.662,,,,,338.107,338.141,,,,22
,,,,,6,,,333,,,,,,,,375.446,377.106,,,,,374.061,374.129,,,,5
,,,,,7,,,108,,,,,,,,,,,,,,,,,,,15
,,,,,4,,,1531,,,,,,,,,,,,,,,,,,,9
,,,,,3,,,105,,,,,,,,,,,,,,,,,,,11
,,,,,8,,,1027,,,,,,,,,,,,,,,,,,,1
,,,,,1,,,835,,,,,,,,,,,,,,,,,,,24
,,,,,2,,,4415,,,,,,,,,,,,,,,,,,,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8,378,6,5,,Random Score,2005,,,,,,418.488,418.556,,,386.538,386.721,417.337,418.322,,,416.82,416.87,,25
,,,,,4,,,826,,,,,,,,,,,,,,,,,,,9
,,,,,1,,,708,,,,,,,,,,,,,,,,,,,8
,,,,,7,,,381,,,,,,,,,,,,,,,,,,,2
,,,,,2,,,1394,,,,,,,,,,,,,,,,,,,18
,,,,,8,,,1578,,,,,,,,,,,,,,,,,,,22
,,,,,6,,,1283,,,,,,,,,,,,,,,,,,,10
,,,,,3,,,435,,,,,,,,,,,,,,,,,,,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,8,420,1,8,,Random Score,110,,439.875,443.228,,,,,443.228,443.676,,,,,,,,,,17
,,,,,1,,,1713,,,,,,,,,,,,,,,,,,,7
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,10
,,,,,6,,,184,,,,,,,,,,,,,,,,,,,0
,,,,,7,,,238,,,,,,,,,,,,,,,,,,,11
,,,,,3,,,469,,,,,,,,,,,,,,,,,,,12
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,12
,,,,,4,,,516,,,,,,,,,,,,,,,,,,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,2,0,2,2,125,Random Score,203,,7.449,7.583,7.283,7.418,,,,,,,,,,,,,AK5AFB4VLBCGK,14
,,,,,1,,,219,,7.666,7.782,8.316,8.782,,,,,,,,,,,,,,56
,,,,,,,,,,10.116,10.85,8.891,9.382,,,,,,,,,,,,,,
,,,,,,,,,,10.867,10.982,11.632,11.749,,,,,,,,,,,,,,
,,,,,,,,,,11.482,11.549,11.858,12.149,,,,,,,,,,,,,,
,,,,,,,,,,12.266,12.349,12.199,12.233,,,,,,,,,,,,,,
,,,,,,,,,,12.849,12.999,,,,,,,,,,,,,,,,
,,,,,,,,,,13.182,13.231,,,,,,,,,,,,,,,,
,2,2,14,2,1,,Random Score,753,,18.348,18.764,19.331,19.398,,,,,,,,,,,,,,55
,,,,,2,,,439,,18.881,19.131,19.498,19.614,,,,,,,,,,,,,,51
,,,,,,,,,,,,19.748,19.964,,,,,,,,,,,,,,
,,,,,,,,,,,,20.164,20.416,,,,,,,,,,,,,,
,,,,,,,,,,,,20.449,20.531,,,,,,,,,,,,,,
,3,2,19,1,1,,Random Score,168,,23.915,24.065,25.081,25.164,,,,,,,,,,,,,,33
,,,,,2,,,139,,24.348,24.848,25.281,25.482,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2,24,1,1,,Random Score,1490,,28.815,29.148,30.815,30.832,,,,,,,,,,,,,,40
,,,,,2,,,149,,29.482,29.565,,,,,,,,,,,,,,,,32
,,,,,,,,,,29.764,29.909,,,,,,,,,,,,,,,,
,,,,,,,,,,29.983,30.016,,,,,,,,,,,,,,,,
,,,,,,,,,,30.065,30.615,,,,,,,,,,,,,,,,
,5,8,30,5,5,,Random Score,4414,,36.73,36.764,39.365,39.382,38.03,38.116,37.214,37.247,33.859,36.714,38.815,38.831,38.848,39.365,36.714,36.73,,21
,,,,,8,,,199,,,,40.047,40.312,46.548,47.162,37.83,37.977,41.093,42.513,40.312,40.745,47.162,47.58,45.262,45.863,,0
,,,,,1,,,177,,,,47.58,47.597,,,45.863,46.548,43.386,43.71,,,,,,,,5
,,,,,4,,,300,,,,,,,,,,43.799,43.864,,,,,,,,13
,,,,,3,,,588,,,,,,,,,,44.098,45.262,,,,,,,,23
,,,,,6,,,325,,,,,,,,,,,,,,,,,,,15
,,,,,7,,,426,,,,,,,,,,,,,,,,,,,24
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,2,47,1,2,,Random Score,312,,51.58,52.147,51.431,51.549,,,,,,,,,,,,,,54
,,,,,1,,,1004,,52.331,52.481,,,,,,,,,,,,,,,,89
,,,,,,,,,,52.633,52.831,,,,,,,,,,,,,,,,
,,,,,,,,,,53.181,54.081,,,,,,,,,,,,,,,,
,7,2,53,1,1,,Random Score,739,,58.787,59.331,59.331,59.58,,,,,,,,,,,,,,20
,,,,,2,,,302,,60.047,60.714,63.43,63.514,,,,,,,,,,,,,,35
,,,,,,,,,,61.079,61.096,,,,,,,,,,,,,,,,
,,,,,,,,,,61.429,63.43,,,,,,,,,,,,,,,,
,8,8,63,2,7,,Random Score,108,,76.547,77.264,70.966,71.661,,,70.23,70.966,82.313,82.813,82,82.214,68.516,68.763,68.967,69.947,,9
,,,,,8,,,1027,,81.68,82,73.771,76.531,,,71.661,71.829,,,,,,,71.846,72.179,,17
,,,,,4,,,1531,,,,77.289,79.102,,,72.524,72.856,,,,,,,,,,10
,,,,,2,,,4415,,,,79.462,81.645,,,72.947,73.046,,,,,,,,,,1
,,,,,1,,,835,,,,,,,,73.347,73.771,,,,,,,,,,19
,,,,,6,,,333,,,,,,,,,,,,,,,,,,,16
,,,,,3,,,105,,,,,,,,,,,,,,,,,,,9
,,,,,5,,,542,,,,,,,,,,,,,,,,,,,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8,82,4,8,,Random Score,1578,,88.567,88.929,91.012,92.145,92.145,92.279,89.679,90.129,88.929,89.678,87.746,88.567,90.413,90.513,86.407,87.725,,5
,,,,,6,,,1283,,,,96.061,96.462,95.83,96.061,92.796,93.411,93.596,94.146,,,92.362,92.795,,,,4
,,,,,1,,,708,,,,,,,,94.296,95.396,,,,,95.495,95.83,,,,7
,,,,,5,,,2005,,,,,,,,,,,,,,,,,,,17
,,,,,4,,,826,,,,,,,,,,,,,,,,,,,19
,,,,,7,,,381,,,,,,,,,,,,,,,,,,,3
,,,,,3,,,435,,,,,,,,,,,,,,,,,,,15
,,,,,2,,,1394,,,,,,,,,,,,,,,,,,,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,96,1,2,,Random Score,421,,101.361,102.545,100.23,101.361,,,,,,,,,,,,,,10
,,,,,1,,,1713,,102.595,102.879,,,,,,,,,,,,,,,,79
,,,,,,,,,,102.944,103.137,,,,,,,,,,,,,,,,
,,,,,,,,,,103.156,103.211,,,,,,,,,,,,,,,,
,,,,,,,,,,103.228,104.012,,,,,,,,,,,,,,,,
,,,,,,,,,,105.194,122.944,,,,,,,,,,,,,,,,
,,,,,,,,,,124.145,124.694,,,,,,,,,,,,,,,,
8,1,8,0,2,8,238,Random Score,403,,,,3.861,4.352,,,,,,,16.085,16.567,8.636,8.701,16.784,17.317,A2W2V66VVLL73O,10
,,,,,2,,,203,,,,18.001,18.636,,,,,,,,,8.852,10.001,,,,0
,,,,,6,,,298,,,,,,,,,,,,,,,,,,,10
,,,,,7,,,229,,,,,,,,,,,,,,,,,,,7
,,,,,4,,,1225,,,,,,,,,,,,,,,,,,,9
,,,,,3,,,205,,,,,,,,,,,,,,,,,,,5
,,,,,5,,,451,,,,,,,,,,,,,,,,,,,13
,,,,,1,,,219,,,,,,,,,,,,,,,,,,,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,23,1,1,,Random Score,753,,37.868,41.102,42.083,42.798,,,,,,,,,,,,,,60
,,,,,2,,,439,,42.799,43.267,43.899,43.917,,,,,,,,,,,,,,18
,,,,,,,,,,43.333,43.773,43.934,44.067,,,,,,,,,,,,,,
,3,8,47,1,7,,Random Score,492,,60,60.867,61.9,61.965,,,59.829,59.899,57.317,57.367,57.383,58.218,47.118,47.149,61.701,61.832,,6
,,,,,5,,,260,,,,,,,,61.399,61.701,,,,,56.199,57.3,,,,4
,,,,,6,,,482,,,,,,,,,,,,,,,,,,,2
,,,,,3,,,280,,,,,,,,,,,,,,,,,,,0
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,16
,,,,,4,,,171,,,,,,,,,,,,,,,,,,,12
,,,,,8,,,176,,,,,,,,,,,,,,,,,,,3
,,,,,2,,,139,,,,,,,,,,,,,,,,,,,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2,64,1,2,,Random Score,149,,72.15,72.232,72.683,73.099,,,,,,,,,,,,,,41
,,,,,1,,,1490,,72.268,72.683,,,,,,,,,,,,,,,,56
,,,,,,,,,,73.267,74.283,,,,,,,,,,,,,,,,
,,,,,,,,,,77.032,77.093,,,,,,,,,,,,,,,,
,,,,,,,,,,78.667,78.765,,,,,,,,,,,,,,,,
,,,,,,,,,,87.731,87.797,,,,,,,,,,,,,,,,
,,,,,,,,,,133.87,134.029,,,,,,,,,,,,,,,,
,5,8,136,2,6,,Random Score,325,,140.262,140.279,144.279,145.296,142.799,143.465,,,145.297,146.965,,,,,140.312,141.566,,22
,,,,,8,,,199,,,,,,,,,,,,,,,,,,,16
,,,,,1,,,177,,,,,,,,,,,,,,,,,,,9
,,,,,4,,,300,,,,,,,,,,,,,,,,,,,11
,,,,,7,,,426,,,,,,,,,,,,,,,,,,,1
,,,,,3,,,588,,,,,,,,,,,,,,,,,,,23
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,19
,,,,,5,,,4414,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,2,149,2,2,,Random Score,312,,157.813,158.146,152.702,152.83,,,,,,,,,,,,,,4
,,,,,1,,,1004,,,,157.412,157.746,,,,,,,,,,,,,,26
,,,,,,,,,,,,157.763,157.797,,,,,,,,,,,,,,
,7,2,161,2,2,,Random Score,302,,173.379,173.429,172.762,173.379,,,,,,,,,,,,,,16
,,,,,1,,,739,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,8,176,2,5,,Random Score,542,,188.711,189.095,188.007,188.661,196.379,196.398,196.095,196.329,193.578,193.646,196.345,196.362,188.677,188.695,189.128,190.447,,19
,,,,,2,,,4415,,190.447,191.095,191.095,191.195,,,,,,,,,,,195.761,196.095,,13
,,,,,7,,,108,,195.55,195.761,193.862,194.28,,,,,,,,,,,,,,13
,,,,,1,,,835,,,,194.945,195.55,,,,,,,,,,,,,,13
,,,,,8,,,1027,,,,,,,,,,,,,,,,,,,10
,,,,,4,,,1531,,,,,,,,,,,,,,,,,,,3
,,,,,6,,,333,,,,,,,,,,,,,,,,,,,14
,,,,,3,,,105,,,,,,,,,,,,,,,,,,,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2,199,2,1,,Random Score,708,,208.145,208.182,201.167,201.294,,,,,,,,,,,,,,10
,,,,,2,,,1394,,214.372,214.429,201.763,202.312,,,,,,,,,,,,,,27
,,,,,,,,,,219.713,220.21,208.081,208.128,,,,,,,,,,,,,,
,,,,,,,,,,,,214.445,214.735,,,,,,,,,,,,,,
,,,,,,,,,,,,219.574,219.694,,,,,,,,,,,,,,
,,,,,,,,,,,,220.46,220.944,,,,,,,,,,,,,,
,,,,,,,,,,,,220.994,221.015,,,,,,,,,,,,,,
,,,,,,,,,,,,221.179,221.408,,,,,,,,,,,,,,
,,,,,,,,,,,,221.444,222.166,,,,,,,,,,,,,,
,10,2,225,1,1,,Random Score,1713,,231.745,232.626,230.177,231.745,,,,,,,,,,,,,,69
,,,,,2,,,421,,233.111,233.28,233.91,233.961,,,,,,,,,,,,,,8
,,,,,,,,,,233.362,233.377,,,,,,,,,,,,,,,,
,,,,,,,,,,233.411,233.894,,,,,,,,,,,,,,,,
9,1,2,0,1,1,128,Random Score,219,,6.968,7.228,6.148,6.968,,,,,,,,,,,,,A13OOUR0WU1KSL,88
,,,,,2,,,203,,7.242,8.562,9.136,9.287,,,,,,,,,,,,,,44
,,,,,,,,,,8.633,8.672,9.553,10.253,,,,,,,,,,,,,,
,,,,,,,,,,11.529,13.412,10.761,11.319,,,,,,,,,,,,,,
,,,,,,,,,,,,21.501,21.523,,,,,,,,,,,,,,
,2,8,20,6,8,,Random Score,330,,27.066,29.818,30.409,30.564,37.055,37.549,37.549,37.565,30.808,32.158,32.71,33.881,36.327,37.054,26.013,26.472,,10
,,,,,1,,,753,,,,,,,,,,,,33.888,34.578,,,,,,25
,,,,,2,,,439,,,,,,,,,,,,34.588,36.327,,,,,,21
,,,,,5,,,919,,,,,,,,,,,,,,,,,,,21
,,,,,6,,,1265,,,,,,,,,,,,,,,,,,,5
,,,,,7,,,1203,,,,,,,,,,,,,,,,,,,24
,,,,,3,,,1347,,,,,,,,,,,,,,,,,,,10
,,,,,4,,,204,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,8,36,1,4,,Random Score,171,,45.537,45.805,,,,,,,,,41.191,42.42,,,,,,9
,,,,,6,,,482,,46.126,46.776,,,,,,,,,,,,,,,,9
,,,,,7,,,492,,46.882,46.973,,,,,,,,,,,,,,,,4
,,,,,3,,,280,,,,,,,,,,,,,,,,,,,16
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,19
,,,,,2,,,139,,,,,,,,,,,,,,,,,,,2
,,,,,5,,,260,,,,,,,,,,,,,,,,,,,20
,,,,,8,,,176,,,,,,,,,,,,,,,,,,,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,46,8,8,,Random Score,131,,51.493,51.908,62.896,62.928,62.032,62.063,,,50.888,51.493,62.943,63.965,62.536,62.878,54.457,55.148,,17
,,,,,5,,,1528,,51.988,52.26,,,,,,,58.066,58.52,,,,,59.448,60.413,,23
,,,,,3,,,466,,52.324,52.867,,,,,,,61.607,62.013,,,,,60.627,60.673,,24
,,,,,1,,,1490,,53.503,54.176,,,,,,,,,,,,,60.719,61.121,,1
,,,,,7,,,2010,,62.063,62.535,,,,,,,,,,,,,61.422,61.53,,0
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,23
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,22
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2,62,1,2,,Random Score,211,,69.36,70.515,68.364,68.874,,,,,,,,,,,,,,59
,,,,,1,,,177,,,,,,,,,,,,,,,,,,,91
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,8,68,7,3,,Random Score,152,,,,,,73.656,73.791,,,89.501,89.535,,,87.332,87.535,,,,0
,,,,,4,,,510,,,,,,75.085,75.103,,,,,,,87.613,88.196,,,,0
,,,,,2,,,312,,,,,,,,,,,,,,88.28,88.294,,,,2
,,,,,1,,,1004,,,,,,,,,,,,,,88.375,89.493,,,,1
,,,,,6,,,985,,,,,,,,,,,,,,,,,,,22
,,,,,8,,,301,,,,,,,,,,,,,,,,,,,21
,,,,,7,,,1192,,,,,,,,,,,,,,,,,,,24
,,,,,5,,,30,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,2,88,1,2,,Random Score,302,,96.305,97.916,96.204,96.304,,,,,,,,,,,,,,43
,,,,,1,,,739,,98.69,98.981,,,,,,,,,,,,,,,,77
,,,,,,,,,,99.155,99.208,,,,,,,,,,,,,,,,
,,,,,,,,,,99.878,100.244,,,,,,,,,,,,,,,,
,,,,,,,,,,100.251,100.877,,,,,,,,,,,,,,,,
,8,8,99,2,5,,Random Score,542,,112.744,112.898,109.042,109.053,,,112.526,112.744,106.153,106.191,,,106.938,106.987,112.028,112.22,,1
,,,,,7,,,108,,,,109.875,112.028,,,,,,,,,107.001,107.009,,,,22
,,,,,2,,,4415,,,,,,,,,,,,,,107.119,108.45,,,,0
,,,,,3,,,105,,,,,,,,,,,,,,,,,,,10
,,,,,8,,,1027,,,,,,,,,,,,,,,,,,,22
,,,,,4,,,1531,,,,,,,,,,,,,,,,,,,9
,,,,,6,,,333,,,,,,,,,,,,,,,,,,,6
,,,,,1,,,835,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2,111,2,2,,Random Score,1394,,119.841,120.081,118.343,119.84,,,,,,,,,,,,,,90
,,,,,1,,,708,,,,,,,,,,,,,,,,,,,48
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,118,2,1,,Random Score,1713,,123.398,124.641,124.915,125.78,,,,,,,,,,,,,,51
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,8,0,5,7,292,Random Score,229,,,,,,,,,,25.573,25.89,,,,,,,AUHIUR1RBI7U9,25
,,,,,5,,,451,,,,,,,,,,26.156,26.78,,,,,,,,8
,,,,,8,,,403,,,,,,,,,,,,,,,,,,,15
,,,,,6,,,298,,,,,,,,,,,,,,,,,,,11
,,,,,1,,,219,,,,,,,,,,,,,,,,,,,20
,,,,,3,,,205,,,,,,,,,,,,,,,,,,,16
,,,,,2,,,203,,,,,,,,,,,,,,,,,,,4
,,,,,4,,,1225,,,,,,,,,,,,,,,,,,,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,32,1,1,,Random Score,753,,59.967,60.084,62.163,62.347,,,,,,,,,,,,,,99
,,,,,2,,,439,,60.283,60.94,,,,,,,,,,,,,,,,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,69,2,2,,Random Score,139,,81.51,81.926,78.563,79.18,,,,,,,,,,,,,,83
,,,,,1,,,168,,82.159,83.49,85.005,85.571,,,,,,,,,,,,,,69
,,,,,,,,,,84.406,84.423,,,,,,,,,,,,,,,,
,,,,,,,,,,84.705,84.956,,,,,,,,,,,,,,,,
,,,,,,,,,,85.654,85.704,,,,,,,,,,,,,,,,
,4,8,88,1,7,,Random Score,2010,,119.761,120.11,,,,,,,,,,,,,,,,18
,,,,,1,,,1490,,120.21,120.633,,,,,,,,,,,,,,,,21
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,15
,,,,,3,,,466,,,,,,,,,,,,,,,,,,,7
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,11
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,0
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,25
,,,,,8,,,131,,,,,,,,,,,,,,,,,,,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2,125,2,2,,Random Score,211,,139.599,141.08,134.555,135.17,,,,,,,,,,,,,,4
,,,,,1,,,177,,141.513,146.489,146.573,146.706,,,,,,,,,,,,,,23
,,,,,,,,,,147.438,147.538,146.989,147.266,,,,,,,,,,,,,,
,,,,,,,,,,148.155,148.388,147.306,147.389,,,,,,,,,,,,,,
,6,2,151,2,1,,Random Score,1004,,,,169.147,170.462,,,,,,,,,,,,,,78
,,,,,2,,,312,,,,170.811,171.044,,,,,,,,,,,,,,3
,,,,,,,,,,,,171.328,172.042,,,,,,,,,,,,,,
,,,,,,,,,,,,172.142,173.724,,,,,,,,,,,,,,
,7,2,176,2,1,,Random Score,739,,,,204.713,205.439,,,,,,,,,,,,,,11
,,,,,2,,,302,,,,,,,,,,,,,,,,,,,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,208,1,1,,Random Score,835,,225.575,225.991,,,,,,,,,,,,,,,,92
,,,,,2,,,4415,,226.205,226.649,,,,,,,,,,,,,,,,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2,231,2,1,,Random Score,708,,,,252.42,252.616,,,,,,,,,,,,,,37
,,,,,2,,,1394,,,,252.699,252.815,,,,,,,,,,,,,,57
,,,,,,,,,,,,253.498,254.33,,,,,,,,,,,,,,
,,,,,,,,,,,,254.58,255.332,,,,,,,,,,,,,,
,10,8,258,1,2,,Random Score,421,,282.589,282.639,,,,,,,,,,,,,,,,18
,,,,,3,,,469,,283.105,285.233,,,,,,,,,,,,,,,,4
,,,,,6,,,184,,,,,,,,,,,,,,,,,,,21
,,,,,8,,,110,,,,,,,,,,,,,,,,,,,3
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,17
,,,,,1,,,1713,,,,,,,,,,,,,,,,,,,3
,,,,,4,,,516,,,,,,,,,,,,,,,,,,,25
,,,,,7,,,238,,,,,,,,,,,,,,,,,,,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,2,0,2,1,651,Random Score,219,,3.308,4.307,11.949,13.264,,,,,,,,,,,,,A3VHDQR8A9JJ4F,31
,,,,,2,,,203,,7.787,11.056,,,,,,,,,,,,,,,,51
,,,,,,,,,,16.933,17.829,,,,,,,,,,,,,,,,
,2,2,21,2,1,,Random Score,753,,36.822,36.896,41.425,42.123,,,,,,,,,,,,,,92
,,,,,2,,,439,,39.641,41.424,45.504,45.962,,,,,,,,,,,,,,31
,,,,,,,,,,44.437,45.169,46.253,46.286,,,,,,,,,,,,,,
,3,2,50,1,2,,Random Score,139,,78.258,79.385,,,,,,,,,,,,,,,,75
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,77
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,82,3,1,,Random Score,1490,,,,,,522.102,522.671,,,525.704,527.467,527.468,527.981,,,,,,21
,,,,,3,,,466,,,,,,523.819,525.703,,,,,,,,,,,,13
,,,,,8,,,131,,,,,,,,,,,,,,,,,,,13
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,1
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,9
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,0
,,,,,7,,,2010,,,,,,,,,,,,,,,,,,,8
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,530,5,4,,Random Score,300,,,,,,,,,,588.33,588.932,,,590.812,590.878,,,,21
,,,,,8,,,199,,,,,,,,,,,,,,,,,,,8
,,,,,1,,,177,,,,,,,,,,,,,,,,,,,16
,,,,,3,,,588,,,,,,,,,,,,,,,,,,,10
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,9
,,,,,5,,,4414,,,,,,,,,,,,,,,,,,,22
,,,,,6,,,325,,,,,,,,,,,,,,,,,,,14
,,,,,7,,,426,,,,,,,,,,,,,,,,,,,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,8,593,3,5,,Random Score,30,,594.856,594.923,,,598.473,599.722,,,,,,,596.708,598.472,600.6,600.734,,24
,,,,,1,,,1004,,,,,,,,,,,,,,599.801,600.287,,,,1
,,,,,7,,,1192,,,,,,,,,,,,,,,,,,,4
,,,,,3,,,152,,,,,,,,,,,,,,,,,,,4
,,,,,6,,,985,,,,,,,,,,,,,,,,,,,0
,,,,,4,,,510,,,,,,,,,,,,,,,,,,,9
,,,,,2,,,312,,,,,,,,,,,,,,,,,,,12
,,,,,8,,,301,,,,,,,,,,,,,,,,,,,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,8,603,1,6,,Random Score,860,,609.527,610.264,,,,,,,611.275,611.294,,,611.31,611.975,,,,7
,,,,,2,,,302,,,,,,,,,,,,,,,,,,,11
,,,,,4,,,1012,,,,,,,,,,,,,,,,,,,21
,,,,,1,,,739,,,,,,,,,,,,,,,,,,,17
,,,,,3,,,734,,,,,,,,,,,,,,,,,,,4
,,,,,8,,,2848,,,,,,,,,,,,,,,,,,,12
,,,,,5,,,532,,,,,,,,,,,,,,,,,,,11
,,,,,7,,,195,,,,,,,,,,,,,,,,,,,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,615,2,1,,Random Score,835,,623.351,623.55,618.286,623.35,,,,,,,,,,,,,,28
,,,,,2,,,4415,,,,624.115,624.479,,,,,,,,,,,,,,37
,,,,,,,,,,,,625.661,625.678,,,,,,,,,,,,,,
