Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Number of Characters in Each Answer,Total Experiment Time (Seconds),How Answers Ordered,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID,Score
,,,,,,,,,,714.79,716.066,,,,,,,,,,,,,,,,0
6,1,2,0,2,2,203,538,random,,-5.911,-2.135,-9.665,-7.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1SOQ9Q35SASE4,99
,,,,,1,219,,,,,,-2.033,-1.435,,,,,,,,,,,,,,19
,,,,,,,,,,,,-1.133,-0.691,,,,,,,,,,,,,,0
,,,,,,,,,,,,-0.673,-0.625,,,,,,,,,,,,,,0
,2,2,44,1,1,753,,,,48.998,52.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,85
,,,,,2,439,,,,54.84,54.919,,,,,,,,,,,,,,,,46
,,,,,,,,,,55.584,55.602,,,,,,,,,,,,,,,,0
,,,,,,,,,,55.854,57.103,,,,,,,,,,,,,,,,0
,3,2,78,2,1,168,,,,73.09,78.466,69.934,72.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,56
,,,,,2,139,,,,,,78.751,78.835,,,,,,,,,,,,,,45
,,,,,,,,,,,,79.081,82.616,,,,,,,,,,,,,,0
,4,8,102,6,6,3146,,,,NA,NA,NA,NA,NA,NA,114.068,120.434,NA,NA,100.561,111.187,111.187,114.068,NA,NA,,22
,,,,,7,2010,,,,,,,,,,,,,,124.433,127.224,120.434,124.433,,,,16
,,,,,8,131,,,,,,,,,,,,,,127.981,129.201,,,,,,13
,,,,,4,262,,,,,,,,,,,,,,130.838,131.163,,,,,,6
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,3
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,,3
,,,,,3,466,,,,,,,,,,,,,,,,,,,,,3
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,0
,5,2,154,2,2,211,,,,NA,NA,149.695,150.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,63
,,,,,1,177,,,,,,169.78,171.644,,,,,,,,,,,,,,14
,,,,,,,,,,,,176.157,176.313,,,,,,,,,,,,,,0
,,,,,,,,,,,,176.498,176.569,,,,,,,,,,,,,,0
,6,2,197,2,2,312,,,,199.18,205.474,189.65,190.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,97
,,,,,1,1004,,,,212.993,213.161,193.845,199.18,,,,,,,,,,,,,,10
,,,,,,,,,,,,205.474,205.696,,,,,,,,,,,,,,0
,,,,,,,,,,,,206.175,211.989,,,,,,,,,,,,,,0
,,,,,,,,,,,,212.451,212.712,,,,,,,,,,,,,,0
,7,2,235,1,1,739,,,,248.975,251.624,252.191,254.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,82
,,,,,2,302,,,,254.411,256.744,256.744,256.946,,,,,,,,,,,,,,28
,8,8,283,6,3,105,,,,317.502,317.603,448.219,454.143,NA,NA,445.131,445.284,454.143,454.245,443.682,444.035,NA,NA,NA,NA,,22
,,,,,1,835,,,,,,,,,,447.406,448.219,,,445.302,445.313,,,,,,22
,,,,,6,333,,,,,,,,,,,,,,446.558,447.406,,,,,,20
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,20
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,13
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,8
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,7
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,1
,9,2,475,2,2,1394,,,,471.297,471.847,466.897,469.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,48
,,,,,1,708,,,,,,469.89,471.243,,,,,,,,,,,,,,12
,10,8,490,2,3,469,,,,501.437,503.366,488.436,495.198,480.118,482.688,503.367,503.476,NA,NA,NA,NA,NA,NA,NA,NA,,15
,,,,,6,184,,,,504.163,510.714,495.797,496.36,,,516.972,517.261,,,,,,,,,,15
,,,,,2,421,,,,515.715,516.972,,,,,,,,,,,,,,,,15
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,14
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,10
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,7
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,4
,,,,,4,516,,,,,,,,,,,,,,,,,,,,,2
7,1,8,0,2,8,403,572,random,,NA,NA,69.429,78.687,NA,NA,NA,NA,62.547,69.427,53.73,62.546,NA,NA,NA,NA,A3JTDNRJYVCGQD,24
,,,,,2,203,,,,,,,,,,,,,,,,,,,,,21
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,21
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,12
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,6
,,,,,7,229,,,,,,,,,,,,,,,,,,,,,6
,,,,,3,205,,,,,,,,,,,,,,,,,,,,,0
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,,0
,2,2,81,2,2,439,,,,NA,NA,132.48,134.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,77
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,29
,3,8,136,3,3,280,,,,NA,NA,NA,NA,171.734,178.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,24
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,22
,,,,,5,260,,,,,,,,,,,,,,,,,,,,,21
,,,,,6,482,,,,,,,,,,,,,,,,,,,,,19
,,,,,7,492,,,,,,,,,,,,,,,,,,,,,17
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,9
,,,,,4,171,,,,,,,,,,,,,,,,,,,,,5
,,,,,8,176,,,,,,,,,,,,,,,,,,,,,0
,4,2,180,2,2,149,,,,NA,NA,210.569,218.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,95
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,43
,5,2,221,1,1,177,,,,236.413,249.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,35
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,18
,6,8,251,1,3,152,,,,302.977,306.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,20
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,18
,,,,,5,30,,,,,,,,,,,,,,,,,,,,,15
,,,,,6,985,,,,,,,,,,,,,,,,,,,,,14
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,,7
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,5
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,5
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,1
,7,2,308,2,2,302,,,,NA,NA,355.134,358.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,99
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,87
,8,8,361,7,2,4415,,,,NA,NA,439.508,451.14,NA,NA,NA,NA,NA,NA,NA,NA,451.141,455.047,NA,NA,,25
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,25
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,21
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,17
,,,,,3,105,,,,,,,,,,,,,,,,,,,,,15
,,,,,6,333,,,,,,,,,,,,,,,,,,,,,14
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,13
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,2
,9,8,459,3,5,2005,,,,NA,NA,NA,NA,504.797,512.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,24
,,,,,3,435,,,,,,,,,,,,,,,,,,,,,20
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,17
,,,,,1,708,,,,,,,,,,,,,,,,,,,,,17
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,17
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,11
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,9
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,,6
,10,8,515,8,6,184,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.302,545.876,NA,NA,545.878,568.658,,24
,,,,,4,516,,,,,,,,,,,,,,,,,,,,,24
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,20
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,19
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,16
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,16
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,12
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,2
8,1,8,0,4,2,203,242,random,,34.24,48.107,NA,NA,NA,NA,23.237,34.239,5.008,23.236,NA,NA,NA,NA,NA,NA,A13GKVDKWJ2B06,25
,,,,,3,205,,,,,,,,,,,,,,,,,,,,,24
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,21
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,16
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,12
,,,,,7,229,,,,,,,,,,,,,,,,,,,,,9
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,9
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,,9
,2,8,51,1,6,1265,,,,91.908,94.679,89.358,91.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,,21
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,19
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,17
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,11
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,,7
,,,,,8,330,,,,,,,,,,,,,,,,,,,,,5
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,1
,3,2,98,1,2,139,,,,118.7,119.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,88
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,51
,4,2,123,1,1,1490,,,,134.342,135.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,46
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,4
,5,8,139,8,1,177,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.924,150.795,,24
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,23
,,,,,7,426,,,,,,,,,,,,,,,,,,,,,22
,,,,,8,199,,,,,,,,,,,,,,,,,,,,,17
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,11
,,,,,3,588,,,,,,,,,,,,,,,,,,,,,9
,,,,,6,325,,,,,,,,,,,,,,,,,,,,,6
,,,,,4,300,,,,,,,,,,,,,,,,,,,,,3
,6,8,154,5,8,301,,,,NA,NA,NA,NA,NA,NA,NA,NA,163.159,165.438,NA,NA,NA,NA,NA,NA,,24
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,21
,,,,,6,985,,,,,,,,,,,,,,,,,,,,,19
,,,,,5,30,,,,,,,,,,,,,,,,,,,,,17
,,,,,3,152,,,,,,,,,,,,,,,,,,,,,15
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,15
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,,14
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,10
,7,8,168,6,2,302,,,,NA,NA,NA,NA,NA,NA,177.554,181.428,NA,NA,181.428,184.138,NA,NA,NA,NA,,10
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,9
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,8
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,6
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,4
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,,2
,,,,,3,734,,,,,,,,,,,,,,,,,,,,,1
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,0
,8,2,187,2,1,835,,,,NA,NA,209.858,212.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,43
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,30
,9,2,216,2,1,708,,,,NA,NA,221.71,222.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,10
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,4
,10,2,226,2,1,1713,,,,NA,NA,236.768,238.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,26
9,1,8,0,4,4,1225,1000,random,,NA,NA,NA,NA,NA,NA,137.45,140.985,NA,NA,NA,NA,86.423,87.753,NA,NA,A13TFZTDF48KI2,23
,,,,,2,203,,,,,,,,,,,,,,,,,,,,,22
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,20
,,,,,7,229,,,,,,,,,,,,,,,,,,,,,20
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,10
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,8
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,7
,,,,,3,205,,,,,,,,,,,,,,,,,,,,,6
,2,2,142,2,1,753,,,,NA,NA,219.275,221.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,54
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,3
,3,8,222,6,4,171,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.614,314.814,NA,NA,NA,NA,,19
,,,,,8,176,,,,,,,,,,,,,,,,,,,,,18
,,,,,6,482,,,,,,,,,,,,,,,,,,,,,16
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,12
,,,,,3,280,,,,,,,,,,,,,,,,,,,,,5
,,,,,5,260,,,,,,,,,,,,,,,,,,,,,3
,,,,,7,492,,,,,,,,,,,,,,,,,,,,,2
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,0
,4,8,316,3,3,466,,,,NA,NA,NA,NA,585.202,590.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,23
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,22
,,,,,8,131,,,,,,,,,,,,,,,,,,,,,22
,,,,,4,262,,,,,,,,,,,,,,,,,,,,,22
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,,20
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,,20
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,7
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,,0
,5,2,592,1,2,211,,,,637.21,638.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,82
,,,,,1,177,,,,,,,,,,,,,,,,,,,,,29
,6,8,640,1,1,1004,,,,730.821,733.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,14
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,12
,,,,,3,152,,,,,,,,,,,,,,,,,,,,,10
,,,,,5,30,,,,,,,,,,,,,,,,,,,,,5
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,4
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,4
,,,,,6,985,,,,,,,,,,,,,,,,,,,,,1
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,0
,7,8,734,4,4,1012,,,,NA,NA,NA,NA,NA,NA,787.992,795.54,NA,NA,NA,NA,NA,NA,NA,NA,,24
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,,21
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,19
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,16
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,16
,,,,,3,734,,,,,,,,,,,,,,,,,,,,,12
,,,,,2,302,,,,,,,,,,,,,,,,,,,,,6
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,5
,8,2,797,1,1,835,,,,883.095,888.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,99
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,10
,9,2,890,2,1,708,,,,NA,NA,931.601,932.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,85
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,20
,10,8,934,6,1,1713,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,996.049,997.932,NA,NA,NA,NA,,24
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,20
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,19
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,15
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,13
,,,,,4,516,,,,,,,,,,,,,,,,,,,,,5
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,2
,,,,,6,184,,,,,,,,,,,,,,,,,,,,,2
10,1,2,0,2,1,219,397,random,,2.252,15.831,18.147,18.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A19334QPYR2HHO,60
,,,,,2,203,,,,18.632,19.333,29.237,29.53,,,,,,,,,,,,,,46
,,,,,,,,,,23.452,23.485,32.54,32.612,,,,,,,,,,,,,,0
,,,,,,,,,,25.052,25.244,32.66,32.732,,,,,,,,,,,,,,0
,,,,,,,,,,25.428,25.469,33.468,34.812,,,,,,,,,,,,,,0
,,,,,,,,,,25.637,27.741,35.125,35.916,,,,,,,,,,,,,,0
,,,,,,,,,,32.468,32.508,,,,,,,,,,,,,,,,0
,2,8,38,3,8,330,,,,NA,NA,NA,NA,54.092,59.153,NA,NA,68.624,70.856,66.509,68.624,72.104,72.841,NA,NA,,24
,,,,,3,1347,,,,,,,,59.768,66.508,,,,,,,,,,,,22
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,,21
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,20
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,20
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,12
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,9
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,,6
,3,8,76,7,7,492,,,,183.158,183.212,247.254,247.854,249.344,249.395,NA,NA,182.778,183.158,212.681,214.059,182.358,77.905,183.495,184.411,,25
,,,,,2,139,,,,249.29,249.312,249.162,249.193,,,,,184.411,185.08,216.729,217.228,185.08,182.778,214.679,216.312,,23
,,,,,5,260,,,,,,,,,,,,217.862,218.302,249.791,250.39,218.302,185.53,217.234,217.862,,21
,,,,,1,168,,,,,,,,,,,,249.193,249.273,,,220.345,218.841,249.679,249.791,,19
,,,,,3,280,,,,,,,,,,,,,,,,247.006,221.147,,,,18
,,,,,8,176,,,,,,,,,,,,,,,,247.87,247.254,,,,16
,,,,,4,171,,,,,,,,,,,,,,,,248.206,247.95,,,,13
,,,,,6,482,,,,,,,,,,,,,,,,,249.14,,,,9
,4,2,253,1,1,1490,,,,256.275,258.577,258.577,259.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,94
,,,,,2,149,,,,259.84,260.414,262.47,262.75,,,,,,,,,,,,,,0
,,,,,,,,,,260.43,260.552,,,,,,,,,,,,,,,,0
,,,,,,,,,,260.734,261.233,,,,,,,,,,,,,,,,0
,,,,,,,,,,261.392,262.11,,,,,,,,,,,,,,,,0
,5,8,265,5,2,211,,,,317.068,317.362,320.603,320.643,327.451,327.786,317.394,317.609,323.685,324.485,324.485,324.993,316.507,317.068,322.947,323.684,,23
,,,,,4,300,,,,,,,,,,320.691,321.493,324.993,325.226,,,317.362,317.376,,,,18
,,,,,7,426,,,,,,,,,,,,325.322,325.638,,,,,,,,17
,,,,,1,177,,,,,,,,,,,,325.686,327.451,,,,,,,,15
,,,,,6,325,,,,,,,,,,,,,,,,,,,,,14
,,,,,8,199,,,,,,,,,,,,,,,,,,,,,5
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,4
,,,,,3,588,,,,,,,,,,,,,,,,,,,,,3
,6,2,330,1,2,312,,,,335.767,337,332.731,335.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27
,,,,,1,1004,,,,337.881,337.93,338.011,338.147,,,,,,,,,,,,,,24
,,,,,,,,,,338.243,338.283,,,,,,,,,,,,,,,,0
,,,,,,,,,,338.522,339.458,,,,,,,,,,,,,,,,0
,7,2,342,2,1,739,,,,353.352,353.98,354.059,354.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27
,,,,,2,302,,,,,,354.403,355.018,,,,,,,,,,,,,,22
,8,8,358,2,4,1531,,,,369.098,369.21,363.395,366.083,NA,NA,361.693,362.163,369.95,370.362,NA,NA,369.211,369.225,369.244,369.949,,16
,,,,,2,4415,,,,,,367.419,368.842,,,362.57,363.395,,,,,,,,,,15
,,,,,1,835,,,,,,,,,,366.083,366.499,,,,,,,,,,13
,,,,,3,105,,,,,,,,,,366.885,367.399,,,,,,,,,,13
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,12
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,333,,,,,,,,,,,,,,,,,,,,,10
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,3
,9,8,373,1,2,1394,,,,377.683,379.031,376.067,376.871,NA,NA,379.612,380.122,381.405,382.358,379.031,379.611,377.191,377.633,380.122,381.405,,24
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,20
,,,,,1,708,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,11
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,9
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,,4
,,,,,3,435,,,,,,,,,,,,,,,,,,,,,1
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,,0
,10,2,385,1,2,421,,,,390.999,393.623,389.361,390.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,70
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11,1,8,0,2,6,298,411,random,,39.612,48.748,33.16,33.582,NA,NA,51.964,57.819,57.819,58.59,9.993,10.03,50.831,51.405,51.405,51.946,A19LVWX8ZLO6CS,22
,,,,,2,203,,,,50.411,50.831,48.784,48.852,,,69.856,70.725,,,11.507,25.293,,,58.59,59.417,,19
,,,,,1,219,,,,65.859,69.424,48.953,49.223,,,,,,,,,,,69.424,69.856,,16
,,,,,7,229,,,,,,49.457,50.004,,,,,,,,,,,,,,10
,,,,,3,205,,,,,,50.24,50.242,,,,,,,,,,,,,,8
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,7
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,4
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,,0
,2,8,79,4,2,439,,,,114.096,117.843,98.246,107.444,120.099,133.612,140.814,142.553,137.141,137.72,136.426,136.914,133.612,136.425,138.796,138.895,,25
,,,,,1,753,,,,,,,,,,,,138.467,138.779,,,,,,,,23
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,,22
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,,19
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,,18
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,6
,,,,,8,330,,,,,,,,,,,,,,,,,,,,,4
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,3
,3,2,151,2,1,168,,,,156.24,160.21,160.753,160.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,69
,,,,,2,139,,,,162.574,162.602,165.185,168.314,,,,,,,,,,,,,,47
,4,2,178,2,2,149,,,,199.254,200.089,198.385,198.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,71
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,2
,5,2,209,2,2,211,,,,228.075,228.543,212.332,213.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,87
,,,,,1,177,,,,,,214.277,227.802,,,,,,,,,,,,,,52
,6,2,245,2,2,312,,,,258.779,260.423,257.292,258.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,51
,,,,,1,1004,,,,271.719,271.783,269.656,270.207,,,,,,,,,,,,,,48
,7,2,281,2,2,302,,,,NA,NA,285.773,286.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,98
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,74
,8,8,304,2,5,542,,,,328.555,330.088,332.854,334.853,NA,NA,337.037,338.917,NA,NA,NA,NA,320.175,321.118,NA,NA,,25
,,,,,7,108,,,,,,335.652,336.991,,,,,,,,,,,,,,15
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,11
,,,,,3,105,,,,,,,,,,,,,,,,,,,,,11
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,9
,,,,,6,333,,,,,,,,,,,,,,,,,,,,,9
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,9
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,3
,9,8,348,3,5,2005,,,,NA,NA,358.666,359.571,373.574,373.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,21
,,,,,8,1578,,,,,,363.276,363.69,,,,,,,,,,,,,,21
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,21
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,13
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,10
,,,,,3,435,,,,,,,,,,,,,,,,,,,,,6
,,,,,1,708,,,,,,,,,,,,,,,,,,,,,6
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,4
,10,2,387,1,2,421,,,,395.152,395.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,74
,,,,,1,1713,,,,395.79,400.591,,,,,,,,,,,,,,,,33
12,1,2,0,2,2,203,685,random,,39.765,39.949,24.797,25.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1A2XH9JVSN8Z0,87
,,,,,1,219,,,,42.102,42.237,40.093,42.005,,,,,,,,,,,,,,82
,2,8,34,7,7,1203,,,,87.769,93.771,94.832,96.388,104.06,116.363,96.389,103.589,80.222,87.768,116.363,118.64,71.115,75.306,75.759,79.665,,24
,,,,,8,330,,,,124.837,126.396,123.311,124.837,118.64,121.57,,,126.838,136.02,,,138.085,140.124,136.844,137.622,,24
,,,,,5,919,,,,,,,,,,,,136.044,136.836,,,140.476,141.572,,,,21
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,19
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,17
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,13
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,,5
